

   0.990  -10.021   -0.781     6    31   397
   0.978  -10.021   -0.790     7    31    21
   0.978  -10.011   -0.790     7    32    29
   0.990  -10.001   -0.781     6    33   401
   0.990  -10.011   -0.781     6    32   442
   1.002  -10.021   -0.772     5    31   352
   1.002  -10.001   -0.772     5    33   377
   1.002  -10.011   -0.772     5    32   373
   0.990  -10.031   -0.781     6    30   259
   1.002  -10.031   -0.772     5    30   252
   0.990   -9.991   -0.781     6    34   301
   1.002   -9.991   -0.772     5    34   405
   1.014  -10.031   -0.763     4    30   297
   1.014  -10.021   -0.763     4    31   300
   1.014  -10.011   -0.763     4    32   303
   1.014   -9.991   -0.763     4    34   224
   1.014  -10.001   -0.763     4    33   198
   0.990  -10.041   -0.781     6    29    97
   0.978  -10.041   -0.790     7    29    24
   1.002  -10.041   -0.772     5    29   205
   1.014  -10.041   -0.763     4    29   201
   0.990   -9.981   -0.781     6    35   283
   1.002   -9.981   -0.772     5    35   387
   1.014   -9.981   -0.763     4    35   265
   1.026  -10.031   -0.754     3    30   131
   1.026  -10.021   -0.754     3    31   228
   1.026  -10.011   -0.754     3    32   112
   1.026  -10.001   -0.754     3    33   133
   1.026   -9.991   -0.754     3    34   169
   1.026   -9.981   -0.754     3    35   179
   0.990  -10.051   -0.781     6    28    25
   1.002  -10.051   -0.772     5    28   103
   1.014  -10.051   -0.763     4    28    28
   0.990   -9.971   -0.781     6    36   209
   1.002   -9.971   -0.772     5    36   258
   1.014   -9.971   -0.763     4    36   173
   1.026   -9.971   -0.754     3    36   129
   1.039  -10.021   -0.746     2    31   186
   1.039  -10.031   -0.746     2    30    90
   1.039  -10.011   -0.746     2    32   158
   1.039  -10.001   -0.746     2    33    66
   1.039   -9.991   -0.746     2    34   121
   1.039   -9.981   -0.746     2    35   108
   1.039   -9.971   -0.746     2    36   112
   1.002  -10.061   -0.772     5    27    10
   0.990   -9.961   -0.781     6    37   148
   1.002   -9.961   -0.772     5    37   115
   1.014   -9.961   -0.763     4    37    89
   1.026   -9.961   -0.754     3    37    76
   1.039   -9.961   -0.746     2    37    89
   1.051  -10.021   -0.737     1    31    29
   1.051  -10.011   -0.737     1    32   130
   1.051  -10.001   -0.737     1    33   144
   1.051   -9.991   -0.737     1    34   154
   1.051   -9.981   -0.737     1    35   106
   1.051   -9.971   -0.737     1    36    89
   1.051   -9.961   -0.737     1    37    82
   0.990   -9.951   -0.781     6    38   130
   1.002   -9.951   -0.772     5    38   109
   1.014   -9.951   -0.763     4    38    62
   1.026   -9.951   -0.754     3    38    73
   1.039   -9.951   -0.746     2    38    73
   1.051   -9.951   -0.737     1    38    74
   1.063  -10.001   -0.728     0    33    80
   1.063   -9.991   -0.728     0    34   112
   1.063   -9.981   -0.728     0    35    80
   1.063   -9.971   -0.728     0    36    76
   1.063   -9.961   -0.728     0    37    78
   1.063   -9.951   -0.728     0    38    77
   0.990   -9.941   -0.781     6    39   107
   1.002   -9.941   -0.772     5    39    82
   1.014   -9.941   -0.763     4    39    59
   1.026   -9.941   -0.754     3    39    60
   1.039   -9.941   -0.746     2    39    61
   1.051   -9.941   -0.737     1    39    55
   1.063   -9.941   -0.728     0    39    65
   0.990   -9.931   -0.781     6    40    20
   1.002   -9.931   -0.772     5    40    19
   1.014   -9.931   -0.763     4    40    33
   1.039   -9.931   -0.746     2    40    13


