12345     18.19500 -8.71418e-01 12345
12345     18.18500 -1.95741e+00 12345
12345     18.17500 -2.04045e+00 12345
12345     18.16500 -8.73520e-01 12345
12345     18.15500  6.70769e-01 12345
12345     18.14500  7.36747e-01 12345
12345     18.13500 -8.59863e-01 12345
12345     18.12500 -9.84512e-01 12345
12345     18.11500 -3.97331e-01 12345
12345     18.10500  2.11617e+00 12345
12345     18.09500 -7.17720e-01 12345
12345     18.08500 -7.52784e-01 12345
12345     18.07500  1.26779e+00 12345
12345     18.06500  1.87924e+00 12345
12345     18.05500 -2.51674e+00 12345
12345     18.04500  1.43011e+00 12345
12345     18.03500  4.61389e+00 12345
12345     18.02500 -3.77074e+00 12345
12345     18.01500 -8.24888e+00 12345
12345     18.00500 -3.52993e+01 12345
12345     17.99500 -3.29404e+01 12345
12345     17.98500 -1.56319e+00 12345
12345     17.97500  3.80401e-01 12345
12345     17.96500  7.43577e-01 12345
12345     17.95500  1.07637e+00 12345
12345     17.94499  1.35461e+00 12345
12345     17.93500  1.61360e+00 12345
12345     17.92499  1.36708e+00 12345
12345     17.91499  1.21687e+00 12345
12345     17.90499  1.24446e+00 12345
12345     17.89499  1.38263e+00 12345
12345     17.88499  1.77403e+00 12345
12345     17.87499  1.30741e+00 12345
12345     17.86499  1.64269e+00 12345
12345     17.85499  7.06932e-01 12345
12345     17.84499  1.17987e+00 12345
12345     17.83499  4.67759e-01 12345
12345     17.82499  2.21760e+00 12345
12345     17.81499  1.15707e+00 12345
12345     17.80500  1.02151e+00 12345
