TEST  0.10000  0.10506
TEST  0.20000  0.10651
TEST  0.30000  0.10795
TEST  0.40000  0.10939
TEST  0.50000  0.11082
TEST  0.60000  0.11226
TEST  0.70000  0.11368
TEST  0.80000  0.11511
TEST  0.90000  0.11653
TEST  1.00000  0.11794
TEST  1.10000  0.11935
TEST  1.20000  0.12075
TEST  1.30000  0.12214
TEST  1.40000  0.12353
TEST  1.50000  0.12491
TEST  1.60000  0.12628
TEST  1.70000  0.12765
TEST  1.80000  0.12900
TEST  1.90000  0.13035
TEST  2.00000  0.13169
TEST  2.10000  0.13301
TEST  2.20000  0.13433
TEST  2.30000  0.13564
TEST  2.40000  0.13693
TEST  2.50000  0.13821
TEST  2.60000  0.13949
TEST  2.70000  0.14075
TEST  2.80000  0.14200
TEST  2.90000  0.14323
TEST  3.00000  0.14445
TEST  3.10000  0.14566
TEST  3.20000  0.14686
TEST  3.30000  0.14804
TEST  3.40000  0.14921
TEST  3.50000  0.15037
TEST  3.60000  0.15151
TEST  3.70000  0.15264
TEST  3.80000  0.15375
TEST  3.90000  0.15485
TEST  4.00000  0.15593
TEST  4.10000  0.15700
TEST  4.20000  0.15805
TEST  4.30000  0.15909
TEST  4.40000  0.16011
TEST  4.50000  0.16112
TEST  4.60000  0.16211
TEST  4.70000  0.16308
TEST  4.80000  0.16404
TEST  4.90000  0.16499
TEST  5.00000  0.16591
TEST  5.10000  0.16682
TEST  5.20000  0.16772
TEST  5.30000  0.16860
TEST  5.40000  0.16946
TEST  5.50000  0.17031
TEST  5.60000  0.17114
TEST  5.70000  0.17196
TEST  5.80000  0.17276
TEST  5.90000  0.17355
TEST  6.00000  0.17431
TEST  6.10000  0.17507
TEST  6.20000  0.17581
TEST  6.30000  0.17653
TEST  6.40000  0.17723
TEST  6.50000  0.17793
TEST  6.60000  0.17860
TEST  6.70000  0.17926
TEST  6.80000  0.17991
TEST  6.90000  0.18054
TEST  7.00000  0.18116
TEST  7.10000  0.18176
TEST  7.20000  0.18235
TEST  7.30000  0.18292
TEST  7.40000  0.18348
TEST  7.50000  0.18403
TEST  7.60000  0.18456
TEST  7.70000  0.18508
TEST  7.80000  0.18558
TEST  7.90000  0.18607
TEST  8.00000  0.18655
TEST  8.10000  0.18702
TEST  8.20000  0.18747
TEST  8.30000  0.18791
TEST  8.40000  0.18834
TEST  8.50000  0.18876
TEST  8.60000  0.18916
TEST  8.70000  0.18956
TEST  8.80000  0.18994
TEST  8.90000  0.19031
TEST  9.00000  0.19067
TEST  9.10000  0.19102
TEST  9.20000  0.19135
TEST  9.30000  0.19168
TEST  9.40000  0.19200
TEST  9.50000  0.19231
TEST  9.60000  0.19261
TEST  9.70000  0.19289
TEST  9.80000  0.19317
TEST  9.90000  0.19344
TEST 10.00000  0.19370
TEST 10.10000  0.19396
TEST 10.20000  0.19420
TEST 10.30000  0.19444
TEST 10.40000  0.19467
TEST 10.50000  0.19489
TEST 10.60000  0.19510
TEST 10.70000  0.19530
TEST 10.80000  0.19550
TEST 10.90000  0.19569
TEST 11.00000  0.19587
TEST 11.10000  0.19605
TEST 11.20000  0.19622
TEST 11.30000  0.19639
TEST 11.40000  0.19654
TEST 11.50000  0.19670
TEST 11.60000  0.19684
TEST 11.70000  0.19698
TEST 11.80000  0.19712
TEST 11.90000  0.19725
TEST 12.00000  0.19737
TEST 12.10000  0.19749
TEST 12.20000  0.19761
TEST 12.30000  0.19772
TEST 12.40000  0.19783
TEST 12.50000  0.19793
TEST 12.60000  0.19803
TEST 12.70000  0.19812
TEST 12.80000  0.19821
TEST 12.90000  0.19830
TEST 13.00000  0.19838
TEST 13.10000  0.19846
TEST 13.20000  0.19853
TEST 13.30000  0.19860
TEST 13.40000  0.19867
TEST 13.50000  0.19874
TEST 13.60000  0.19880
TEST 13.70000  0.19886
TEST 13.80000  0.19892
TEST 13.90000  0.19897
TEST 14.00000  0.19903
TEST 14.10000  0.19908
TEST 14.20000  0.19912
TEST 14.30000  0.19917
TEST 14.40000  0.19921
TEST 14.50000  0.19925
TEST 14.60000  0.19929
TEST 14.70000  0.19933
TEST 14.80000  0.19937
TEST 14.90000  0.19940
TEST 15.00000  0.19943
TEST 15.10000  0.19946
TEST 15.20000  0.19949
TEST 15.30000  0.19952
TEST 15.40000  0.19955
TEST 15.50000  0.19957
TEST 15.60000  0.19960
TEST 15.70000  0.19962
TEST 15.80000  0.19964
TEST 15.90000  0.19966
TEST 16.00000  0.19968
TEST 16.10000  0.19970
TEST 16.20000  0.19972
TEST 16.30000  0.19973
TEST 16.40000  0.19975
TEST 16.50000  0.19976
TEST 16.60000  0.19978
TEST 16.70000  0.19979
TEST 16.80000  0.19980
TEST 16.90000  0.19981
TEST 17.00000  0.19982
TEST 17.10000  0.19984
TEST 17.20000  0.19985
TEST 17.30000  0.19985
TEST 17.40000  0.19986
TEST 17.50000  0.19987
TEST 17.60000  0.19988
