GAUSS: -12.76596  0.01041
GAUSS: -12.66596  0.01117
GAUSS: -12.56596  0.01198
GAUSS: -12.46596  0.01284
GAUSS: -12.36596  0.01375
GAUSS: -12.26596  0.01471
GAUSS: -12.16596  0.01574
GAUSS: -12.06596  0.01683
GAUSS: -11.96596  0.01799
GAUSS: -11.86596  0.01921
GAUSS: -11.76596  0.02050
GAUSS: -11.66596  0.02187
GAUSS: -11.56596  0.02332
GAUSS: -11.46596  0.02486
GAUSS: -11.36596  0.02647
GAUSS: -11.26596  0.02818
GAUSS: -11.16596  0.02998
GAUSS: -11.06596  0.03188
GAUSS: -10.96596  0.03388
GAUSS: -10.86596  0.03598
GAUSS: -10.76596  0.03820
GAUSS: -10.66596  0.04053
GAUSS: -10.56596  0.04297
GAUSS: -10.46596  0.04554
GAUSS: -10.36596  0.04824
GAUSS: -10.26596  0.05107
GAUSS: -10.16596  0.05403
GAUSS: -10.06596  0.05714
GAUSS: -9.96596  0.06039
GAUSS: -9.86596  0.06378
GAUSS: -9.76596  0.06734
GAUSS: -9.66596  0.07105
GAUSS: -9.56596  0.07492
GAUSS: -9.46596  0.07897
GAUSS: -9.36596  0.08318
GAUSS: -9.26596  0.08757
GAUSS: -9.16596  0.09215
GAUSS: -9.06596  0.09690
GAUSS: -8.96596  0.10185
GAUSS: -8.86596  0.10699
GAUSS: -8.76596  0.11233
GAUSS: -8.66596  0.11787
GAUSS: -8.56596  0.12361
GAUSS: -8.46596  0.12956
GAUSS: -8.36596  0.13573
GAUSS: -8.26596  0.14211
GAUSS: -8.16596  0.14870
GAUSS: -8.06596  0.15552
GAUSS: -7.96596  0.16256
GAUSS: -7.86596  0.16982
GAUSS: -7.76596  0.17731
GAUSS: -7.66596  0.18503
GAUSS: -7.56596  0.19298
GAUSS: -7.46596  0.20116
GAUSS: -7.36596  0.20957
GAUSS: -7.26596  0.21821
GAUSS: -7.16596  0.22708
GAUSS: -7.06596  0.23618
GAUSS: -6.96596  0.24551
GAUSS: -6.86596  0.25507
GAUSS: -6.76596  0.26485
GAUSS: -6.66596  0.27486
GAUSS: -6.56596  0.28509
GAUSS: -6.46596  0.29554
GAUSS: -6.36596  0.30620
GAUSS: -6.26596  0.31706
GAUSS: -6.16596  0.32814
GAUSS: -6.06596  0.33941
GAUSS: -5.96596  0.35088
GAUSS: -5.86596  0.36253
GAUSS: -5.76596  0.37436
GAUSS: -5.66596  0.38637
GAUSS: -5.56596  0.39854
GAUSS: -5.46596  0.41086
GAUSS: -5.36596  0.42334
GAUSS: -5.26596  0.43595
GAUSS: -5.16596  0.44869
GAUSS: -5.06596  0.46155
GAUSS: -4.96596  0.47451
GAUSS: -4.86596  0.48757
GAUSS: -4.76596  0.50071
GAUSS: -4.66596  0.51392
GAUSS: -4.56596  0.52719
GAUSS: -4.46596  0.54051
GAUSS: -4.36596  0.55385
GAUSS: -4.26596  0.56721
GAUSS: -4.16596  0.58057
GAUSS: -4.06596  0.59392
GAUSS: -3.96596  0.60724
GAUSS: -3.86596  0.62051
GAUSS: -3.76596  0.63373
GAUSS: -3.66596  0.64687
GAUSS: -3.56596  0.65991
GAUSS: -3.46596  0.67285
GAUSS: -3.36596  0.68567
GAUSS: -3.26596  0.69834
GAUSS: -3.16596  0.71085
GAUSS: -3.06596  0.72319
GAUSS: -2.96596  0.73534
GAUSS: -2.86596  0.74727
GAUSS: -2.76596  0.75899
GAUSS: -2.66596  0.77045
GAUSS: -2.56596  0.78167
GAUSS: -2.46596  0.79260
GAUSS: -2.36596  0.80325
GAUSS: -2.26596  0.81359
GAUSS: -2.16596  0.82361
GAUSS: -2.06596  0.83329
GAUSS: -1.96596  0.84261
GAUSS: -1.86596  0.85158
GAUSS: -1.76596  0.86016
GAUSS: -1.66596  0.86835
GAUSS: -1.56596  0.87613
GAUSS: -1.46596  0.88350
GAUSS: -1.36596  0.89044
GAUSS: -1.26596  0.89693
GAUSS: -1.16596  0.90297
GAUSS: -1.06596  0.90856
GAUSS: -0.96596  0.91367
GAUSS: -0.86596  0.91830
GAUSS: -0.76596  0.92245
GAUSS: -0.66596  0.92610
GAUSS: -0.56596  0.92926
GAUSS: -0.46596  0.93191
GAUSS: -0.36596  0.93405
GAUSS: -0.26596  0.93569
GAUSS: -0.16596  0.93680
GAUSS: -0.06596  0.93740
GAUSS:  0.03404  0.93748
GAUSS:  0.13404  0.93705
GAUSS:  0.23404  0.93610
GAUSS:  0.33404  0.93463
GAUSS:  0.43404  0.93265
GAUSS:  0.53404  0.93016
GAUSS:  0.63404  0.92717
GAUSS:  0.73404  0.92367
GAUSS:  0.83404  0.91968
GAUSS:  0.93404  0.91520
GAUSS:  1.03404  0.91024
GAUSS:  1.13404  0.90481
GAUSS:  1.23404  0.89891
GAUSS:  1.33404  0.89256
GAUSS:  1.43404  0.88576
GAUSS:  1.53404  0.87853
GAUSS:  1.63404  0.87088
GAUSS:  1.73404  0.86282
GAUSS:  1.83404  0.85436
GAUSS:  1.93404  0.84552
GAUSS:  2.03404  0.83630
GAUSS:  2.13404  0.82673
GAUSS:  2.23404  0.81682
GAUSS:  2.33404  0.80658
GAUSS:  2.43404  0.79603
GAUSS:  2.53404  0.78519
GAUSS:  2.63404  0.77406
GAUSS:  2.73404  0.76267
GAUSS:  2.83404  0.75104
GAUSS:  2.93404  0.73917
GAUSS:  3.03404  0.72709
GAUSS:  3.13404  0.71481
GAUSS:  3.23404  0.70235
GAUSS:  3.33404  0.68973
GAUSS:  3.43404  0.67696
GAUSS:  3.53404  0.66406
GAUSS:  3.63404  0.65104
GAUSS:  3.73404  0.63793
GAUSS:  3.83404  0.62474
GAUSS:  3.93404  0.61148
GAUSS:  4.03404  0.59817
GAUSS:  4.13404  0.58483
GAUSS:  4.23404  0.57147
GAUSS:  4.33404  0.55811
GAUSS:  4.43404  0.54476
GAUSS:  4.53404  0.53144
GAUSS:  4.63404  0.51815
GAUSS:  4.73404  0.50492
GAUSS:  4.83404  0.49176
GAUSS:  4.93404  0.47867
GAUSS:  5.03404  0.46567
GAUSS:  5.13404  0.45278
GAUSS:  5.23404  0.44000
GAUSS:  5.33404  0.42735
GAUSS:  5.43404  0.41483
GAUSS:  5.53404  0.40245
GAUSS:  5.63404  0.39023
GAUSS:  5.73404  0.37817
GAUSS:  5.83404  0.36628
GAUSS:  5.93404  0.35457
GAUSS:  6.03404  0.34305
GAUSS:  6.13404  0.33171
GAUSS:  6.23404  0.32058
GAUSS:  6.33404  0.30964
GAUSS:  6.43404  0.29892
GAUSS:  6.53404  0.28840
GAUSS:  6.63404  0.27810
GAUSS:  6.73404  0.26802
GAUSS:  6.83404  0.25817
GAUSS:  6.93404  0.24854
GAUSS:  7.03404  0.23913
GAUSS:  7.13404  0.22996
GAUSS:  7.23404  0.22102
GAUSS:  7.33404  0.21230
GAUSS:  7.43404  0.20382
GAUSS:  7.53404  0.19557
GAUSS:  7.63404  0.18754
GAUSS:  7.73404  0.17975
GAUSS:  7.83404  0.17219
GAUSS:  7.93404  0.16485
GAUSS:  8.03404  0.15774
GAUSS:  8.13404  0.15085
GAUSS:  8.23404  0.14419
GAUSS:  8.33404  0.13774
GAUSS:  8.43404  0.13151
GAUSS:  8.53404  0.12549
GAUSS:  8.63404  0.11968
GAUSS:  8.73404  0.11407
GAUSS:  8.83404  0.10867
GAUSS:  8.93404  0.10347
GAUSS:  9.03404  0.09846
GAUSS:  9.13404  0.09364
GAUSS:  9.23404  0.08901
GAUSS:  9.33404  0.08456
GAUSS:  9.43404  0.08029
GAUSS:  9.53404  0.07620
GAUSS:  9.63404  0.07227
GAUSS:  9.73404  0.06850
GAUSS:  9.83404  0.06490
GAUSS:  9.93404  0.06145
GAUSS: 10.03404  0.05816
GAUSS: 10.13404  0.05501
GAUSS: 10.23404  0.05200
GAUSS: 10.33404  0.04913
GAUSS: 10.43404  0.04639
GAUSS: 10.53404  0.04378
GAUSS: 10.63404  0.04129
GAUSS: 10.73404  0.03893
GAUSS: 10.83404  0.03668
GAUSS: 10.93404  0.03454
GAUSS: 11.03404  0.03251
GAUSS: 11.13404  0.03058
GAUSS: 11.23404  0.02874
GAUSS: 11.33404  0.02701
GAUSS: 11.43404  0.02536
GAUSS: 11.53404  0.02380
GAUSS: 11.63404  0.02233
GAUSS: 11.73404  0.02093
GAUSS: 11.83404  0.01961
GAUSS: 11.93404  0.01837
GAUSS: 12.03404  0.01719
GAUSS: 12.13404  0.01608
GAUSS: 12.23404  0.01504
GAUSS: 12.33404  0.01405
GAUSS: 12.43404  0.01312
GAUSS: 12.53404  0.01225
GAUSS: 12.63404  0.01142
GAUSS: 12.73404  0.01065
GAUSS: 12.83404  0.00993
