1.27829787234
RANGERANGE -1.27659574468 1.27659574468
-30.00    0.000    0.000
-29.50    0.000    0.000
-29.00    0.000    0.000
-28.50    0.000    0.000
-28.00    0.000    0.000
-27.50    0.000    0.000
-27.00    0.000    0.000
-26.50    0.000    0.000
-26.00    0.000    0.000
-25.50    0.000    0.000
-25.00    0.000    0.000
-24.50    0.000    0.000
-24.00    0.000    0.000
-23.50    0.000    0.000
-23.00    0.000    0.000
-22.50    0.000    0.000
-22.00    0.000    0.000
-21.50    0.000    0.000
-21.00    0.000    0.000
-20.50    0.000    0.000
-20.00    0.000    0.000
-19.50    0.000    0.000
-19.00    0.000    0.000
-18.50    0.000    0.000
-18.00    0.000    0.000
-17.50    0.000    0.000
-17.00    0.000    0.000
-16.50    0.000    0.000
-16.00    0.000    0.000
-15.50    0.000    0.000
-15.00    0.000    0.000
-14.50    0.000    0.000
-14.00    0.000    0.000
-13.50    0.000    0.000
-13.00    0.000    0.000
-12.50    0.000    0.000
-12.00    0.000    0.000
-11.50    0.000    0.000
-11.00    0.000    0.000
-10.50    0.000    0.000
-10.00    0.000    0.000
-9.50    0.000    0.000
-9.00    0.000    0.000
-8.50    0.000    0.000
-8.00    0.000    0.000
-7.50    0.000    0.000
-7.00    0.000    0.000
-6.50    0.000    0.000
-6.00    0.000    0.000
-5.50    0.000    0.001
-5.00    0.002    0.002
-4.50    0.006    0.008
-4.00    0.017    0.025
-3.50    0.042    0.067
-3.00    0.090    0.157
-2.50    0.170    0.327
-2.00    0.284    0.611
-1.50    0.419    1.031
-1.00    0.551    1.582
-0.50    0.648    2.230
 0.00    0.683    2.913
  1.0[um]   0.5[um] MAXRD=    2.913
1.27829787234
RANGERANGE -1.27659574468 1.27659574468
-60.00    0.000    0.000
-59.00    0.000    0.000
-58.00    0.000    0.000
-57.00    0.000    0.000
-56.00    0.000    0.000
-55.00    0.000    0.000
-54.00    0.000    0.000
-53.00    0.000    0.000
-52.00    0.000    0.000
-51.00    0.000    0.000
-50.00    0.000    0.000
-49.00    0.000    0.000
-48.00    0.000    0.000
-47.00    0.000    0.000
-46.00    0.000    0.000
-45.00    0.000    0.000
-44.00    0.000    0.000
-43.00    0.000    0.000
-42.00    0.000    0.000
-41.00    0.000    0.000
-40.00    0.000    0.000
-39.00    0.000    0.000
-38.00    0.000    0.000
-37.00    0.000    0.000
-36.00    0.000    0.000
-35.00    0.000    0.000
-34.00    0.000    0.000
-33.00    0.000    0.000
-32.00    0.000    0.000
-31.00    0.000    0.000
-30.00    0.000    0.000
-29.00    0.000    0.000
-28.00    0.000    0.000
-27.00    0.000    0.000
-26.00    0.000    0.000
-25.00    0.000    0.000
-24.00    0.000    0.000
-23.00    0.000    0.000
-22.00    0.000    0.000
-21.00    0.000    0.000
-20.00    0.000    0.000
-19.00    0.000    0.000
-18.00    0.000    0.000
-17.00    0.000    0.000
-16.00    0.000    0.000
-15.00    0.000    0.000
-14.00    0.000    0.000
-13.00    0.000    0.000
-12.00    0.000    0.000
-11.00    0.000    0.000
-10.00    0.000    0.000
-9.00    0.000    0.000
-8.00    0.000    0.000
-7.00    0.000    0.000
-6.00    0.000    0.000
-5.00    0.002    0.002
-4.00    0.017    0.019
-3.00    0.090    0.109
-2.00    0.284    0.393
-1.00    0.551    0.944
 0.00    0.683    1.627
  1.0[um]   1.0[um] MAXRD=    1.627
1.27829787234
RANGERANGE -1.27659574468 1.27659574468
-120.00    0.000    0.000
-118.00    0.000    0.000
-116.00    0.000    0.000
-114.00    0.000    0.000
-112.00    0.000    0.000
-110.00    0.000    0.000
-108.00    0.000    0.000
-106.00    0.000    0.000
-104.00    0.000    0.000
-102.00    0.000    0.000
-100.00    0.000    0.000
-98.00    0.000    0.000
-96.00    0.000    0.000
-94.00    0.000    0.000
-92.00    0.000    0.000
-90.00    0.000    0.000
-88.00    0.000    0.000
-86.00    0.000    0.000
-84.00    0.000    0.000
-82.00    0.000    0.000
-80.00    0.000    0.000
-78.00    0.000    0.000
-76.00    0.000    0.000
-74.00    0.000    0.000
-72.00    0.000    0.000
-70.00    0.000    0.000
-68.00    0.000    0.000
-66.00    0.000    0.000
-64.00    0.000    0.000
-62.00    0.000    0.000
-60.00    0.000    0.000
-58.00    0.000    0.000
-56.00    0.000    0.000
-54.00    0.000    0.000
-52.00    0.000    0.000
-50.00    0.000    0.000
-48.00    0.000    0.000
-46.00    0.000    0.000
-44.00    0.000    0.000
-42.00    0.000    0.000
-40.00    0.000    0.000
-38.00    0.000    0.000
-36.00    0.000    0.000
-34.00    0.000    0.000
-32.00    0.000    0.000
-30.00    0.000    0.000
-28.00    0.000    0.000
-26.00    0.000    0.000
-24.00    0.000    0.000
-22.00    0.000    0.000
-20.00    0.000    0.000
-18.00    0.000    0.000
-16.00    0.000    0.000
-14.00    0.000    0.000
-12.00    0.000    0.000
-10.00    0.000    0.000
-8.00    0.000    0.000
-6.00    0.000    0.000
-4.00    0.017    0.017
-2.00    0.284    0.301
 0.00    0.683    0.984
  1.0[um]   2.0[um] MAXRD=    0.984
1.27829787234
RANGERANGE -1.27659574468 1.27659574468
-300.00    0.000    0.000
-295.00    0.000    0.000
-290.00    0.000    0.000
-285.00    0.000    0.000
-280.00    0.000    0.000
-275.00    0.000    0.000
-270.00    0.000    0.000
-265.00    0.000    0.000
-260.00    0.000    0.000
-255.00    0.000    0.000
-250.00    0.000    0.000
-245.00    0.000    0.000
-240.00    0.000    0.000
-235.00    0.000    0.000
-230.00    0.000    0.000
-225.00    0.000    0.000
-220.00    0.000    0.000
-215.00    0.000    0.000
-210.00    0.000    0.000
-205.00    0.000    0.000
-200.00    0.000    0.000
-195.00    0.000    0.000
-190.00    0.000    0.000
