     8.50000      7.62000
     8.51150      7.62708
     8.52300      7.63417
     8.53450      7.64125
     8.54600      7.64834
     8.55750      7.65542
     8.56900      7.66251
     8.58050      7.66959
     8.59200      7.67668
     8.60350      7.68377
     8.61500      7.69085
     8.62650      7.69794
     8.63800      7.70503
     8.64950      7.71212
     8.66100      7.71921
     8.67250      7.72630
     8.68400      7.73339
     8.69550      7.74049
     8.70700      7.74758
     8.71850      7.75467
     8.73000      7.76177
     8.74150      7.76886
     8.75300      7.77595
     8.76450      7.78305
     8.77600      7.79014
     8.78750      7.79724
     8.79900      7.80434
     8.81050      7.81143
     8.82200      7.81853
     8.83350      7.82563
     8.84500      7.83273
     8.85650      7.83983
     8.86800      7.84693
     8.87950      7.85403
     8.89100      7.86113
     8.90250      7.86823
     8.91400      7.87533
     8.92550      7.88243
     8.93700      7.88954
     8.94850      7.89664
     8.96000      7.90374
     8.97150      7.91085
     8.98300      7.91795
     8.99450      7.92506
     9.00600      7.93216
     9.01750      7.93927
     9.02900      7.94638
     9.04050      7.95349
     9.05200      7.96059
     9.06350      7.96770
     9.07500      7.97481
     9.08650      7.98192
     9.09800      7.98903
     9.10950      7.99614
     9.12100      8.00325
     9.13250      8.01036
     9.14400      8.01747
     9.15550      8.02458
     9.16700      8.03170
     9.17850      8.03881
     9.19000      8.04592
     9.20150      8.05304
     9.21300      8.06015
     9.22450      8.06727
     9.23600      8.07438
     9.24750      8.08150
     9.25900      8.08861
     9.27050      8.09573
     9.28200      8.10285
     9.29350      8.10996
     9.30500      8.11708
     9.31650      8.12420
     9.32800      8.13132
     9.33950      8.13844
     9.35100      8.14556
     9.36250      8.15268
     9.37400      8.15980
     9.38550      8.16692
     9.39700      8.17404
     9.40850      8.18116
     9.42000      8.18829
     9.43150      8.19541
     9.44300      8.20253
     9.45450      8.20965
     9.46600      8.21678
     9.47750      8.22390
     9.48900      8.23103
     9.50050      8.23815
     9.51200      8.24528
     9.52350      8.25240
     9.53500      8.25953
     9.54650      8.26666
     9.55800      8.27378
     9.56950      8.28091
     9.58100      8.28804
     9.59250      8.29517
     9.60400      8.30230
     9.61550      8.30943
     9.62700      8.31656
     9.63850      8.32369
     9.65000      8.33082
     9.66150      8.33795
     9.67300      8.34508
     9.68450      8.35221
     9.69600      8.35934
     9.70750      8.36647
     9.71900      8.37361
     9.73050      8.38074
     9.74200      8.38787
     9.75350      8.39501
     9.76500      8.40214
     9.77650      8.40927
     9.78800      8.41641
     9.79950      8.42354
     9.81100      8.43068
     9.82250      8.43782
     9.83400      8.44495
     9.84550      8.45209
     9.85700      8.45923
     9.86850      8.46636
     9.88000      8.47350
     9.89150      8.48064
     9.90300      8.48778
     9.91450      8.49492
     9.92600      8.50205
     9.93750      8.50919
     9.94900      8.51633
     9.96050      8.52347
     9.97200      8.53061
     9.98350      8.53775
     9.99500      8.54490
    10.00650      8.55204
    10.01800      8.55918
    10.02950      8.56632
    10.04100      8.57346
    10.05250      8.58060
    10.06400      8.58775
    10.07550      8.59489
    10.08700      8.60203
    10.09850      8.60918
    10.11000      8.61632
    10.12150      8.62347
    10.13300      8.63061
    10.14450      8.63776
    10.15600      8.64490
    10.16750      8.65205
    10.17900      8.65919
    10.19050      8.66634
    10.20200      8.67349
    10.21350      8.68063
    10.22500      8.68778
    10.23650      8.69493
    10.24800      8.70208
    10.25950      8.70922
    10.27100      8.71637
    10.28250      8.72352
    10.29400      8.73067
    10.30550      8.73782
    10.31700      8.74497
    10.32850      8.75212
    10.34000      8.75927
    10.35150      8.76642
    10.36300      8.77357
    10.37450      8.78072
    10.38600      8.78787
    10.39750      8.79502
    10.40900      8.80217
    10.42050      8.80932
    10.43200      8.81648
    10.44350      8.82363
    10.45500      8.83078
    10.46650      8.83793
    10.47800      8.84509
    10.48950      8.85224
    10.50100      8.85939
    10.51250      8.86655
    10.52400      8.87370
    10.53550      8.88086
    10.54700      8.88801
    10.55850      8.89516
    10.57000      8.90232
    10.58150      8.90947
    10.59300      8.91663
    10.60450      8.92379
    10.61600      8.93094
    10.62750      8.93810
    10.63900      8.94525
    10.65050      8.95241
    10.66200      8.95957
    10.67350      8.96672
    10.68500      8.97388
    10.69650      8.98104
    10.70800      8.98820
    10.71950      8.99535
    10.73100      9.00251
    10.74250      9.00967
    10.75400      9.01683
    10.76550      9.02399
    10.77700      9.03115
    10.78850      9.03830
    10.80000      9.04546
    10.81150      9.05262
    10.82300      9.05978
    10.83450      9.06694
    10.84600      9.07410
    10.85750      9.08126
    10.86900      9.08842
    10.88050      9.09558
    10.89200      9.10274
    10.90350      9.10990
    10.91500      9.11707
    10.92650      9.12423
    10.93800      9.13139
    10.94950      9.13855
    10.96100      9.14571
    10.97250      9.15287
    10.98400      9.16004
    10.99550      9.16720
    11.00700      9.17436
    11.01850      9.18152
    11.03000      9.18868
    11.04150      9.19585
    11.05300      9.20301
    11.06450      9.21017
    11.07600      9.21734
    11.08750      9.22450
    11.09900      9.23167
    11.11050      9.23883
    11.12200      9.24600
    11.13350      9.25316
    11.14500      9.26033
    11.15650      9.26749
    11.16800      9.27466
    11.17950      9.28183
    11.19100      9.28900
    11.20250      9.29617
    11.21400      9.30333
    11.22550      9.31050
    11.23700      9.31767
    11.24850      9.32485
    11.26000      9.33202
    11.27150      9.33919
    11.28300      9.34636
    11.29450      9.35354
    11.30600      9.36071
    11.31750      9.36789
    11.32900      9.37506
    11.34050      9.38224
    11.35200      9.38942
    11.36350      9.39660
    11.37500      9.40378
    11.38650      9.41096
    11.39800      9.41814
    11.40950      9.42532
    11.42100      9.43250
    11.43250      9.43969
    11.44400      9.44687
    11.45550      9.45406
    11.46700      9.46125
    11.47850      9.46844
    11.49000      9.47563
    11.50150      9.48282
    11.51300      9.49001
    11.52450      9.49720
    11.53600      9.50440
    11.54750      9.51159
    11.55900      9.51879
    11.57050      9.52599
    11.58200      9.53319
    11.59350      9.54039
    11.60500      9.54759
    11.61650      9.55480
    11.62800      9.56200
    11.63950      9.56921
    11.65100      9.57642
    11.66250      9.58363
    11.67400      9.59084
    11.68550      9.59805
    11.69700      9.60527
    11.70850      9.61248
    11.72000      9.61970
    11.73150      9.62692
    11.74300      9.63414
    11.75450      9.64136
    11.76600      9.64859
    11.77750      9.65582
    11.78900      9.66304
    11.80050      9.67027
    11.81200      9.67750
    11.82350      9.68474
    11.83500      9.69197
    11.84650      9.69921
    11.85800      9.70645
    11.86950      9.71369
    11.88100      9.72093
    11.89250      9.72818
    11.90400      9.73542
    11.91550      9.74267
    11.92700      9.74992
    11.93850      9.75718
    11.95000      9.76443
    11.96150      9.77169
    11.97300      9.77895
    11.98450      9.78621
    11.99600      9.79347
    12.00750      9.80074
    12.01900      9.80801
    12.03050      9.81528
    12.04200      9.82255
    12.05350      9.82982
    12.06500      9.83710
    12.07650      9.84438
    12.08800      9.85166
    12.09950      9.85895
    12.11100      9.86624
    12.12250      9.87352
    12.13400      9.88082
    12.14550      9.88811
    12.15700      9.89541
    12.16850      9.90271
    12.18000      9.91001
    12.19150      9.91732
    12.20300      9.92463
    12.21450      9.93194
    12.22600      9.93925
    12.23750      9.94657
    12.24900      9.95389
    12.26050      9.96121
    12.27200      9.96853
    12.28350      9.97586
    12.29500      9.98319
    12.30650      9.99053
    12.31800      9.99787
    12.32950     10.00521
    12.34100     10.01255
    12.35250     10.01990
    12.36400     10.02725
    12.37550     10.03460
    12.38700     10.04196
    12.39850     10.04932
    12.41000     10.05668
    12.42150     10.06405
    12.43300     10.07142
    12.44450     10.07879
    12.45600     10.08617
    12.46750     10.09355
    12.47900     10.10094
    12.49050     10.10832
    12.50200     10.11571
    12.51350     10.12311
    12.52500     10.13051
    12.53650     10.13791
    12.54800     10.14531
    12.55950     10.15272
    12.57100     10.16013
    12.58250     10.16755
    12.59400     10.17496
    12.60550     10.18239
    12.61700     10.18981
    12.62850     10.19724
    12.64000     10.20467
    12.65150     10.21211
    12.66300     10.21955
    12.67450     10.22699
    12.68600     10.23444
    12.69750     10.24189
    12.70900     10.24934
    12.72050     10.25680
    12.73200     10.26426
    12.74350     10.27172
    12.75500     10.27919
    12.76650     10.28666
    12.77800     10.29414
    12.78950     10.30162
    12.80100     10.30910
    12.81250     10.31659
    12.82400     10.32408
    12.83550     10.33157
    12.84700     10.33907
    12.85850     10.34657
    12.87000     10.35408
    12.88150     10.36158
    12.89300     10.36910
    12.90450     10.37661
    12.91600     10.38413
    12.92750     10.39166
    12.93900     10.39918
    12.95050     10.40671
    12.96200     10.41425
    12.97350     10.42179
    12.98500     10.42933
    12.99650     10.43688
    13.00800     10.44443
    13.01950     10.45198
    13.03100     10.45954
    13.04250     10.46710
    13.05400     10.47466
    13.06550     10.48223
    13.07700     10.48981
    13.08850     10.49738
    13.10000     10.50496
    13.11150     10.51255
    13.12300     10.52014
    13.13450     10.52773
    13.14600     10.53533
    13.15750     10.54293
    13.16900     10.55053
    13.18050     10.55814
    13.19200     10.56575
    13.20350     10.57337
    13.21500     10.58099
    13.22650     10.58861
    13.23800     10.59624
    13.24950     10.60387
    13.26100     10.61151
    13.27250     10.61915
    13.28400     10.62679
    13.29550     10.63444
    13.30700     10.64209
    13.31850     10.64975
    13.33000     10.65741
    13.34150     10.66507
    13.35300     10.67274
    13.36450     10.68041
    13.37600     10.68809
    13.38750     10.69577
    13.39900     10.70345
    13.41050     10.71114
    13.42200     10.71884
    13.43350     10.72653
    13.44500     10.73423
    13.45650     10.74194
    13.46800     10.74965
    13.47950     10.75736
    13.49100     10.76508
    13.50250     10.77280
    13.51400     10.78053
    13.52550     10.78826
    13.53700     10.79599
    13.54850     10.80373
    13.56000     10.81148
    13.57150     10.81922
    13.58300     10.82698
    13.59450     10.83473
    13.60600     10.84249
    13.61750     10.85026
    13.62900     10.85802
    13.64050     10.86580
    13.65200     10.87357
    13.66350     10.88136
    13.67500     10.88914
    13.68650     10.89693
    13.69800     10.90473
    13.70950     10.91253
    13.72100     10.92033
    13.73250     10.92814
    13.74400     10.93595
    13.75550     10.94376
    13.76700     10.95159
    13.77850     10.95941
    13.79000     10.96724
    13.80150     10.97507
    13.81300     10.98291
    13.82450     10.99076
    13.83600     10.99860
    13.84750     11.00645
    13.85900     11.01431
    13.87050     11.02217
    13.88200     11.03004
    13.89350     11.03791
    13.90500     11.04578
    13.91650     11.05366
    13.92800     11.06154
