     8.00000      7.40000
     8.00120      7.40043
     8.00240      7.40086
     8.00360      7.40129
     8.00480      7.40173
     8.00600      7.40216
     8.00720      7.40259
     8.00840      7.40303
     8.00960      7.40346
     8.01080      7.40390
     8.01200      7.40433
     8.01320      7.40477
     8.01440      7.40521
     8.01560      7.40564
     8.01680      7.40608
     8.01800      7.40652
     8.01920      7.40696
     8.02040      7.40740
     8.02160      7.40784
     8.02280      7.40828
     8.02400      7.40872
     8.02520      7.40916
     8.02640      7.40960
     8.02760      7.41004
     8.02880      7.41049
     8.03000      7.41093
     8.03120      7.41137
     8.03240      7.41182
     8.03360      7.41226
     8.03480      7.41271
     8.03600      7.41315
     8.03720      7.41360
     8.03840      7.41405
     8.03960      7.41450
     8.04080      7.41494
     8.04200      7.41539
     8.04320      7.41584
     8.04440      7.41629
     8.04560      7.41674
     8.04680      7.41719
     8.04800      7.41764
     8.04920      7.41809
     8.05040      7.41854
     8.05160      7.41900
     8.05280      7.41945
     8.05400      7.41990
     8.05520      7.42036
     8.05640      7.42081
     8.05760      7.42127
     8.05880      7.42172
     8.06000      7.42218
     8.06120      7.42263
     8.06240      7.42309
     8.06360      7.42355
     8.06480      7.42401
     8.06600      7.42447
     8.06720      7.42492
     8.06840      7.42538
     8.06960      7.42584
     8.07080      7.42630
     8.07200      7.42677
     8.07320      7.42723
     8.07440      7.42769
     8.07560      7.42815
     8.07680      7.42861
     8.07800      7.42908
     8.07920      7.42954
     8.08040      7.43001
     8.08160      7.43047
     8.08280      7.43094
     8.08400      7.43140
     8.08520      7.43187
     8.08640      7.43234
     8.08760      7.43280
     8.08880      7.43327
     8.09000      7.43374
     8.09120      7.43421
     8.09240      7.43468
     8.09360      7.43515
     8.09480      7.43562
     8.09600      7.43609
     8.09720      7.43656
     8.09840      7.43703
     8.09960      7.43750
     8.10080      7.43798
     8.10200      7.43845
     8.10320      7.43892
     8.10440      7.43940
     8.10560      7.43987
     8.10680      7.44035
     8.10800      7.44082
     8.10920      7.44130
     8.11040      7.44178
     8.11160      7.44225
     8.11280      7.44273
     8.11400      7.44321
     8.11520      7.44369
     8.11640      7.44417
     8.11760      7.44465
     8.11880      7.44513
     8.12000      7.44561
     8.12120      7.44609
     8.12240      7.44657
     8.12360      7.44705
     8.12480      7.44753
     8.12600      7.44802
     8.12720      7.44850
     8.12840      7.44898
     8.12960      7.44947
     8.13080      7.44995
     8.13200      7.45044
     8.13320      7.45093
     8.13440      7.45141
     8.13560      7.45190
     8.13680      7.45239
     8.13800      7.45287
     8.13920      7.45336
     8.14040      7.45385
     8.14160      7.45434
     8.14280      7.45483
