wave =   0.70000    3.0(v) x   3.0(h)  4.89e+11 phs/sec Dose[10MGy]/sec=  0.93 sec
wave =   0.70000    4.0(v) x   4.0(h)  8.76e+11 phs/sec Dose[10MGy]/sec=  0.93 sec
wave =   0.70000    5.0(v) x   5.0(h)  1.37e+12 phs/sec Dose[10MGy]/sec=  0.91 sec
wave =   0.70000   10.0(v) x   5.0(h)  2.57e+12 phs/sec Dose[10MGy]/sec=  0.98 sec
wave =   0.70000   15.0(v) x   5.0(h)  3.61e+12 phs/sec Dose[10MGy]/sec=  1.06 sec
wave =   0.70000   10.0(v) x  10.0(h)  4.73e+12 phs/sec Dose[10MGy]/sec=  1.09 sec
wave =   0.70000   15.0(v) x  10.0(h)  6.61e+12 phs/sec Dose[10MGy]/sec=  1.16 sec
wave =   0.70000    0.8(v) x   1.5(h)  7.20e+10 phs/sec Dose[10MGy]/sec=  0.85 sec
wave =   0.70000    4.3(v) x   3.4(h)  7.02e+11 phs/sec Dose[10MGy]/sec=  1.07 sec
wave =   0.70000   16.3(v) x  10.9(h)  9.31e+12 phs/sec Dose[10MGy]/sec=  0.98 sec
